"loanid","model1","model2","target","sample"
47,0.023363253729378,0.0281452132940076,0,"testing"
48,0.0146191844035918,0.0130756830158693,0,"testing"
49,0.0169195707702269,0.0269932199993775,0,"testing"
50,0.0276689448588433,0.0408494248124928,0,"testing"
51,0.0162493090810374,0.0243691195040162,0,"testing"
52,0.0168075588772602,0.0194620774191207,1,"testing"
53,0.0164834889466952,0.0102879045886575,0,"testing"
54,0.0271025912439051,0.0375144640680502,0,"testing"
55,0.0157180758968924,0.0189807894721063,0,"testing"
56,0.0143056244298374,0.0169525440114216,0,"testing"
57,0.0310820040871985,0.0489631770287183,0,"testing"
58,0.0455688683001947,0.0705840963423428,0,"testing"
59,0.0174544442055868,0.0195580049951299,0,"testing"
60,0.019137154976401,0.0256692146788666,1,"testing"
61,0.0190646951286926,0.0239442739624657,0,"testing"
62,0.0228791009715115,0.0243613683425935,0,"testing"
63,0.0278367849844041,0.0540109197644761,0,"testing"
64,0.0199774931784314,0.0246838103693449,0,"testing"
65,0.0136534215425933,0.0150028282052135,0,"testing"
66,0.0232759200364872,0.0248443049418089,0,"testing"
67,0.0148014573804405,0.0150527804411666,0,"testing"
68,0.0150320518111408,0.0192763962583722,0,"testing"
69,0.0189278203230001,0.0313169487675989,0,"testing"
70,0.0145974294382297,0.00718116578014814,0,"testing"
71,0.0181018088612746,0.0264664160536149,0,"testing"
72,0.0149751977939933,0.0139172724035505,0,"testing"
73,0.0172727279273428,0.0243914863087067,0,"testing"
74,0.0159704584443031,0.0154733065953355,0,"testing"
75,0.0179474372956765,0.0179746066639414,0,"testing"
76,0.0228254076934579,0.0501838039747743,0,"testing"
77,0.0149107643175436,0.0137020420804717,0,"testing"
78,0.015270119134894,0.0183006473467287,0,"testing"
79,0.0144284167831206,0.0111729028733923,0,"testing"
80,0.0196362296073994,0.0269611251745286,0,"testing"
81,0.0169996518499502,0.0201128359044205,0,"testing"
82,0.0220950607148932,0.0479380556057576,0,"testing"
83,0.0180704351658996,0.0141649663432249,0,"testing"
84,0.0193413556247555,0.0323170878564745,0,"testing"
85,0.0183998721939724,0.0228340528493346,0,"training"
86,0.0171259173875114,0.0248969219973676,0,"testing"
87,0.0130145438929926,0.00521297225026315,0,"testing"
88,0.0127960168427291,0.0124429788789438,0,"testing"
89,0.0537707119908127,0.0487761875883337,0,"testing"
90,0.0242991235292595,0.0441093919224735,1,"testing"
91,0.0146914584466151,0.016724521569325,0,"testing"
92,0.0157839202313958,0.0134326820943417,0,"testing"
93,0.0150307086787803,0.0226372575426709,0,"testing"
94,0.0132620482182265,0.00896288956980677,0,"testing"
95,0.0163898791195376,0.0169631776486231,0,"testing"
96,0.0278993818212194,0.0478871501468803,0,"testing"
97,0.0162911735339922,0.029495198166626,0,"testing"
98,0.0137006639567732,0.0124610429371324,0,"testing"
99,0.0237131348460365,0.0267040795790478,0,"testing"
100,0.0241512169168441,0.0369288951906424,0,"training"
101,0.0697051374763059,0.100508500803264,0,"testing"
102,0.077557789461228,0.0982027683508598,0,"testing"
103,0.022603809202547,0.0481503416309526,0,"testing"
104,0.0363752950576809,0.0582728741536521,0,"testing"
105,0.0201155054081926,0.0359478804524288,0,"testing"
106,0.0276412501063571,0.0340194489193076,0,"testing"
107,0.0141630328427089,0.0176666671300033,0,"testing"
108,0.0150109497024665,0.0208842011395234,0,"testing"
109,0.0193195779982644,0.0327494456619373,0,"testing"
110,0.05131988852862,0.0847424607885174,1,"testing"
111,0.0196275517068433,0.0308700027113604,0,"testing"
112,0.0174832827577691,0.0198333475302509,0,"testing"
113,0.0461352075752511,0.115830586151747,0,"testing"
114,0.0179352694321216,0.0328806840956948,0,"testing"
115,0.023793496098567,0.0484219401593873,0,"testing"
116,0.017507687252229,0.0329606002637891,0,"testing"
117,0.0206707364914335,0.0405704794662889,0,"testing"
118,0.0298837411704726,0.0446318552141761,0,"testing"
119,0.0173564044061882,0.0209064293175418,0,"testing"
120,0.0135674025359841,0.0100060297733987,0,"testing"
121,0.0162560171548367,0.0198298182018064,0,"testing"
122,0.0174645997180093,0.0243013634190366,0,"testing"
123,0.0195875230664212,0.026491690032433,0,"testing"
124,0.0174311596269146,0.033069998759382,0,"testing"
125,0.020119182694461,0.0354676590789131,0,"testing"
126,0.0174425372101592,0.0185923260072897,0,"testing"
127,0.029986296164502,0.0690186452686461,0,"testing"
128,0.0140487149208247,0.0186124089224367,0,"testing"
129,0.0164762818811149,0.0194145726791675,0,"testing"
130,0.0181048438864896,0.0172873920110327,0,"testing"
131,0.0145008742326167,0.0109837695900711,1,"testing"
132,0.0343959479438713,0.0641784059511907,0,"testing"
133,0.021986911352998,0.0282118978008507,0,"testing"
134,0.0133957538460859,0.00921078013575661,0,"testing"
135,0.0139856844688047,0.0119460632856597,0,"testing"
136,0.0144936136120912,0.014777468983272,0,"testing"
137,0.0137130937823334,0.0104679115653019,0,"testing"
138,0.0154559622038294,0.019581160141652,0,"testing"
139,0.0163024421885554,0.0211817701941467,0,"testing"
140,0.0347617446709297,0.078154898691565,1,"testing"
141,0.0467616710198539,0.0690662386532828,0,"testing"
142,0.014181729490421,0.0119111039281008,0,"testing"
143,0.0355828084289561,0.0546269550876424,0,"testing"
144,0.0145024920532818,0.0175369376163645,0,"testing"
145,0.0152637263074907,0.0117139859251117,0,"testing"
146,0.054948820567662,0.123331552988722,0,"testing"
147,0.0225243830774544,0.0248676622059563,0,"testing"
148,0.0312128072446759,0.0564375118913118,0,"testing"
149,0.0151830181371608,0.0165997066118541,0,"testing"
150,0.0474002790696146,0.0805111973391207,0,"testing"
151,0.0150764045594345,0.0115694580590952,0,"testing"
152,0.0363947644099962,0.0796689636145124,0,"testing"
153,0.0154107718117559,0.0174429681971614,0,"testing"
154,0.015996979071054,0.0204795225900885,0,"testing"
155,0.0171851613735052,0.0195722065676651,1,"testing"
156,0.0207513169852371,0.0384200933691389,0,"testing"
157,0.0194739309347657,0.0369885179976952,0,"testing"
158,0.025053018026419,0.0379499878325725,0,"testing"
159,0.0139418321536275,0.0133167748753812,0,"testing"
160,0.0152179722989145,0.0185400386064107,0,"testing"
161,0.0225376995687935,0.0441528462798516,0,"testing"
162,0.0258110502864708,0.0508056300355824,0,"testing"
163,0.0230567397059743,0.0543454135401046,0,"testing"
164,0.0320748765754289,0.0527617843249983,0,"testing"
165,0.0290442957463727,0.0354319326735404,0,"testing"
166,0.0704414654581107,0.0922056084173072,0,"testing"
167,0.0159722664671225,0.0202812093060196,0,"testing"
168,0.0141989862978948,0.0151101127763205,0,"testing"
169,0.0132299472558112,0.0112603480542895,0,"testing"
170,0.0156654934505614,0.0176632024516574,0,"testing"
171,0.0236510965669781,0.0254779223863736,0,"testing"
172,0.0278642167247725,0.0397917578196436,0,"testing"
173,0.0152629675108642,0.0191597465011125,0,"testing"
174,0.0231722444048775,0.0496981577803107,0,"testing"
175,0.0212589253537878,0.0332017320978085,0,"testing"
176,0.0249969357214088,0.0525349480671814,0,"testing"
177,0.0143436762705497,0.0136051318023075,0,"testing"
178,0.0194302733428404,0.0222844730472937,0,"testing"
179,0.0131690456213516,0.00685171217539762,0,"testing"
180,0.0186456426608443,0.0353885716573405,0,"testing"
181,0.0332042491157059,0.0442167796118212,0,"testing"
182,0.016030410883058,0.0182554626979731,0,"testing"
183,0.016848238670379,0.0193273720954975,0,"testing"
184,0.0129381651405909,0.0127256301443154,0,"testing"
185,0.019286868900722,0.0169090130201291,0,"testing"
186,0.0186988090018249,0.0311382063041085,0,"testing"
187,0.0176193492403731,0.0326747258753551,0,"testing"
188,0.0158002064679038,0.0155759041963351,0,"testing"
189,0.0119642324514079,0.00577899145004444,0,"testing"
190,0.0151793756880659,0.0225859074803957,0,"testing"
191,0.0131544714634353,0.011775369226197,0,"testing"
192,0.0135057344006261,0.0106356940126708,0,"testing"
193,0.0188413580189881,0.021478029212832,0,"testing"
194,0.0154827638767403,0.0187929573948003,0,"testing"
195,0.0137146905152278,0.0142980908547291,0,"testing"
196,0.015441977364078,0.0190825628550762,0,"testing"
197,0.0148239397729915,0.0136030032333187,0,"testing"
198,0.0153269677445663,0.017972035320331,0,"testing"
199,0.014403171540084,0.0185964107646212,0,"testing"
200,0.0140701183735394,0.0132097220957402,0,"testing"
201,0.0284696300562867,0.0484563060159427,0,"testing"
202,0.0138851883873867,0.0111124254233788,0,"testing"
203,0.0136319710350954,0.00905073506828737,0,"testing"
204,0.0248788835828914,0.0400467594718646,1,"testing"
205,0.0159210637388615,0.0138150321758306,0,"testing"
206,0.0159581506971673,0.0183332698278519,0,"testing"
207,0.0290750162093657,0.0446325757230427,0,"testing"
208,0.0172099122630331,0.0247681987216904,0,"testing"
209,0.0167036979889723,0.0121361991223772,0,"testing"
210,0.0220327876922524,0.0473004974295302,0,"testing"
211,0.0200671209723473,0.0312491676083563,0,"testing"
212,0.0186053173308136,0.0252702125706656,0,"testing"
213,0.0210100369697099,0.0310394822502038,1,"testing"
214,0.0175496754501894,0.0206647563370001,0,"testing"
215,0.0338734759018872,0.0673284500419189,1,"testing"
216,0.0142560608689128,0.0135063240820803,0,"testing"
217,0.0152344628331974,0.0165722540895852,0,"testing"
218,0.0292721373281227,0.0389727479340684,0,"testing"
219,0.399976060641054,0.119488964977435,0,"testing"
220,0.0271808838226955,0.0348944405858961,0,"testing"
221,0.0202502145942102,0.034053014875932,0,"testing"
222,0.0137918525769007,0.0156469049351673,0,"testing"
223,0.0229010053831711,0.0415700412958152,0,"testing"
224,0.0122043531593816,0.00966407622948992,0,"testing"
225,0.013895645038863,0.0153669283911889,0,"testing"
226,0.0205648634075542,0.0297393297278595,0,"testing"
227,0.0200799381283764,0.0302724808223996,0,"testing"
228,0.0146018808476416,0.0151708523081078,0,"testing"
229,0.0437964208500018,0.0677367201210955,1,"testing"
230,0.0526917276960995,0.0815914843568213,0,"testing"
231,0.015272774560235,0.0224947813251769,0,"testing"
232,0.0161811554547244,0.0175667076794492,0,"testing"
233,0.0173234344611769,0.0309461657448775,0,"testing"
234,0.0890614012484155,0.142158477312802,1,"testing"
235,0.0206618636451638,0.0257753910755405,0,"testing"
236,0.0162175650847313,0.0223945188292208,0,"testing"
237,0.0131325267694193,0.0107602558087656,0,"testing"
238,0.0137286031719,0.013386579611673,0,"testing"
239,0.015221179246323,0.0143473842173266,0,"testing"
240,0.0146123488411582,0.0135307943220371,0,"testing"
241,0.0135242700297434,0.00885560342870381,0,"testing"
242,0.0181791501635274,0.0212133627295892,1,"testing"
243,0.0133494025669901,0.00816738094697647,0,"testing"
244,0.0317490965493457,0.0403826437607608,0,"testing"
245,0.014648389932598,0.0124407585109646,0,"testing"
246,0.0169451342818949,0.0331199478936537,1,"testing"
247,0.0249304552105019,0.0305457355003943,0,"testing"
248,0.0179062122078882,0.0208381281677615,0,"testing"
249,0.0174332999314887,0.0286767551799338,0,"testing"
250,0.0349469912235958,0.0631021229178726,0,"testing"
251,0.0159390740747629,0.0189899913320467,0,"testing"
252,0.0245786452043489,0.0515069706791737,0,"testing"
253,0.0233676820601594,0.0406297607319501,0,"testing"
254,0.0159993095969999,0.0165666933401716,0,"testing"
255,0.0185977685554115,0.0210616754654705,0,"testing"
256,0.0185370430586838,0.0282071191467545,0,"testing"
257,0.0143428101299093,0.0143459397382774,0,"testing"
258,0.0280391956369338,0.0404850620321309,0,"testing"
259,0.0137219760632136,0.0107313066814294,0,"testing"
260,0.0216022281265523,0.0402711450087066,0,"testing"
261,0.0158250819705874,0.0235176779799849,0,"testing"
262,0.01464145855659,0.0153557664971704,0,"testing"
263,0.0278754584403282,0.0400332294747797,0,"testing"
264,0.0134084080520332,0.0119903762009938,0,"testing"
265,0.0122089412194321,0.00972703366515226,0,"testing"
266,0.0145790495471033,0.0129746751478189,0,"testing"
267,0.014335984105106,0.0142902553267456,0,"testing"
268,0.017603394551858,0.0231833438293038,0,"testing"
269,0.0145433065608058,0.0148624981677663,0,"testing"
270,0.0222212531785252,0.0405105687527156,0,"testing"
271,0.0227500014571004,0.0447098944287565,0,"testing"
272,0.0271551925273466,0.0515902509532882,0,"testing"
273,0.0137979255946542,0.0120342591748875,0,"testing"
274,0.0125780753231893,0.0114145286877308,0,"testing"
275,0.0182074765508292,0.0270081965702193,0,"testing"
276,0.026460886483262,0.0478720309320031,0,"testing"
277,0.0130373457985873,0.0122627886570595,0,"testing"
278,0.015621540358963,0.0172053388354911,0,"testing"
279,0.0204103142064536,0.0320405446457677,0,"testing"
280,0.0161316703741114,0.0246356801641187,0,"testing"
281,0.0171239111203233,0.0256170018904025,0,"testing"
282,0.0169128222610151,0.0247551898232048,0,"testing"
283,0.0144892981162127,0.0146143656572791,0,"testing"
284,0.0182934096345601,0.029067306397443,0,"testing"
285,0.0141034971341852,0.0129762088069643,0,"testing"
286,0.0315304783264687,0.0453320265628843,0,"testing"
287,0.0278067384621364,0.0584326407993327,0,"testing"
288,0.0190017583327055,0.0234748510806648,0,"testing"
289,0.0216520438245599,0.0353722723827043,0,"testing"
290,0.0243258306528198,0.0455688138558547,0,"testing"
291,0.019464386895866,0.0189512256722796,0,"testing"
292,0.0193019063380031,0.0320649839155339,0,"testing"
293,0.0139320685700701,0.0164918498447342,0,"testing"
294,0.0155202134696414,0.0174359944698651,0,"testing"
295,0.0339907706119192,0.0659873555259024,0,"testing"
296,0.0217991993804949,0.0334694630298035,0,"testing"
297,0.0155524198665202,0.0120779058566936,0,"testing"
298,0.0160629824001621,0.019930404022223,0,"testing"
299,0.0180852088053008,0.0280001158825659,0,"testing"
300,0.0289150432864207,0.0618326195079927,0,"testing"
301,0.0157398112329547,0.0208605166073029,0,"testing"
302,0.0147220215440666,0.0198879366881679,0,"testing"
303,0.0206134274267409,0.029986580383918,0,"testing"
304,0.0135911736188434,0.0093127317927582,0,"testing"
305,0.0178051739190074,0.0305177424260513,0,"testing"
306,0.0118586621793532,0.00619798578107885,0,"testing"
307,0.0155297380609778,0.0205027003384027,0,"testing"
308,0.0158664557955756,0.0203301283715817,0,"testing"
309,0.016470460168732,0.0239672578569823,0,"testing"
310,0.0189787294041749,0.028734640545856,0,"testing"
311,0.0156403710653045,0.0230187818574441,0,"testing"
312,0.018843655600802,0.0311355844992299,0,"testing"
313,0.014960468052663,0.0173821722155164,0,"testing"
314,0.013709762715018,0.0102408163412191,0,"testing"
315,0.0164022737059757,0.0170682618994348,1,"testing"
316,0.0194003577254338,0.0300694567424673,0,"testing"
317,0.0156786236063256,0.0131862448501961,0,"testing"
318,0.0157812669698646,0.0214264203232391,0,"testing"
319,0.0166233837816604,0.0173131978724601,0,"testing"
320,0.0119328495981135,0.00678008852845071,0,"testing"
321,0.0211894775593214,0.0344633185323778,1,"testing"
322,0.0171565873838426,0.0221881218496852,0,"testing"
323,0.0216351162956625,0.0257998560154896,0,"testing"
324,0.0146258507333417,0.0135123071981299,0,"testing"
325,0.0140319462531077,0.0120310348097871,0,"testing"
326,0.0219265990908351,0.0471315755125425,0,"testing"
327,0.0208865623607359,0.0307866593633148,0,"testing"
328,0.0178829619368133,0.0345021904221206,0,"testing"
329,0.0182307922216806,0.0261465275530967,0,"testing"
330,0.0158476587614598,0.0173197395923997,0,"testing"
331,0.0185490860894219,0.0271022689770208,0,"testing"
332,0.0142791366669431,0.0157099499863096,0,"testing"
333,0.0188642195892624,0.0221057755096064,0,"testing"
334,0.198168953631482,0.0919675379584762,0,"testing"
335,0.016638202081573,0.0206417482994157,0,"testing"
336,0.0518787821713188,0.0870331819277416,0,"testing"
337,0.0299409728879733,0.0381851467177746,0,"testing"
338,0.017399429401902,0.0271050357343852,0,"testing"
339,0.0170216015190084,0.0177166253510923,0,"testing"
340,0.0188776868154297,0.0189285494328127,0,"testing"
341,0.0148807305574591,0.0153273345225338,0,"testing"
342,0.0243824049729481,0.0447833714085308,0,"testing"
343,0.0152045041008049,0.013973596783007,0,"testing"
344,0.0147891972375709,0.0150418648289419,0,"testing"
345,0.0167908065167619,0.0182265056163495,0,"testing"
346,0.0136625121799829,0.0111225830784997,0,"testing"
347,0.0148583395931102,0.0140152942240693,0,"testing"
348,0.0134344130264153,0.0121330140497344,0,"testing"
349,0.0278572822518487,0.0704781958762634,0,"testing"
350,0.0193957811965848,0.0281668027421294,0,"testing"
351,0.0172790510948277,0.0247705187266363,0,"testing"
352,0.0176262597692003,0.0269565410668457,0,"testing"
353,0.014353924356934,0.0120200265657373,1,"testing"
354,0.0177173704357682,0.0212726520669534,0,"testing"
355,0.0225400102734168,0.0397573576794617,0,"testing"
356,0.0140427048729755,0.0100782605627212,0,"testing"
357,0.111168812781096,0.138531421756284,0,"testing"
358,0.013552523264306,0.0138274148584272,0,"testing"
359,0.0146619560466444,0.0120404431435906,0,"testing"
360,0.0157684917590847,0.0160001124281305,0,"testing"
361,0.0262374644508504,0.0331987728903201,0,"testing"
362,0.0175343379828071,0.0187581889513843,0,"testing"
363,0.0219365485184286,0.0223850144875519,0,"testing"
364,0.0144480396870586,0.012468406035214,0,"testing"
365,0.0138215197285005,0.0109180835053666,0,"testing"
366,0.0244948421457528,0.0407698518505501,0,"testing"
367,0.0178877098409517,0.0266029152582712,0,"testing"
368,0.0154488672221285,0.0178844626961507,0,"testing"
369,0.0131066995344455,0.00952140159900607,0,"testing"
370,0.0298602205258107,0.0501277449941634,0,"testing"
371,0.0149930642583588,0.0131175329305533,0,"testing"
372,0.0191235861822287,0.0362841082147256,0,"testing"
373,0.013904483495635,0.00949667847959964,0,"testing"
374,0.0342541919697411,0.0708097615196986,0,"testing"
375,0.0330403492464908,0.078149100715143,0,"testing"
376,0.0140118895443786,0.0122651354763864,0,"testing"
377,0.0133446670164959,0.0063591502348805,0,"testing"
378,0.0150951814279285,0.0150136369159628,0,"testing"
379,0.0127034896444946,0.00893550257152271,0,"testing"
380,0.0144567621279931,0.0145476622473005,0,"testing"
381,0.0227283929536998,0.0363869941093905,0,"testing"
382,0.0156364736877637,0.0149301172064226,0,"testing"
383,0.0477073258861162,0.105110923136981,0,"testing"
384,0.0171727610068225,0.0167216949178872,0,"testing"
385,0.0182149210495412,0.0262423280386481,0,"testing"
386,0.0221153882032467,0.042624220957019,1,"testing"
387,0.0126852503946676,0.0101367546981708,0,"testing"
388,0.0151270421782023,0.0242353326290006,0,"testing"
389,0.0147941286047192,0.0167112386085215,1,"testing"
390,0.01537733409608,0.0158077194192774,0,"testing"
391,0.0149438264116903,0.0194452483901964,0,"testing"
392,0.017803887161061,0.0243013486001274,0,"testing"
393,0.0196135796109658,0.024698156704417,0,"testing"
394,0.0145456246044223,0.0147233784051637,0,"testing"
395,0.014505595796688,0.0117597491294768,0,"testing"
396,0.0160869019099707,0.0217100430420011,0,"testing"
397,0.0159693016936149,0.0142972031001546,0,"testing"
398,0.109160241776564,0.164426457410836,0,"testing"
399,0.0232195920851446,0.0405422133508752,0,"testing"
400,0.013768062093294,0.0104000573771605,0,"testing"
401,0.0162747261056154,0.0237416545276382,0,"testing"
402,0.0124171889720554,0.00900822388649548,0,"testing"
403,0.016791923400105,0.0215982011661061,0,"testing"
404,0.0191574904011104,0.0234527759288662,0,"testing"
405,0.0152473142726751,0.0135072908279964,0,"testing"
406,0.0161479897514899,0.0157442523827216,0,"testing"
407,0.0174716265596355,0.023242751518446,0,"testing"
408,0.0177648792984506,0.0248535281361156,0,"testing"
409,0.0165041330755965,0.0220869413465099,0,"testing"
410,0.0271409848273892,0.0453328813520102,0,"testing"
411,0.0211292329751919,0.0317881350202971,0,"testing"
412,0.0195609379296365,0.0436737378646188,0,"testing"
413,0.0187890645190687,0.0327999896364539,0,"testing"
414,0.0219493492170971,0.0226313510599767,0,"testing"
415,0.0135560937771835,0.010070492398748,0,"testing"
416,0.0234534683701266,0.0457874618429405,0,"testing"
417,0.0356675284389279,0.0729998657781874,0,"testing"
418,0.0172776158444388,0.030074193811331,0,"testing"
419,0.0159794152952612,0.0164215051359585,0,"testing"
420,0.0294763570746278,0.0644571290472402,0,"testing"
421,0.0210037262250871,0.0276895158132835,0,"testing"
422,0.02438037848409,0.0287552727165917,0,"testing"
423,0.0169386428670454,0.0193518828692484,1,"testing"
424,0.0273796559449196,0.0510071400779655,0,"testing"
425,0.0214463232329076,0.0276329145840286,0,"testing"
426,0.0188812683433843,0.0251499140472524,0,"testing"
427,0.0146734832074858,0.015795851403199,0,"testing"
428,0.0131998335369516,0.00763726116009551,0,"testing"
429,0.0153409839001368,0.011476523580618,0,"testing"
430,0.0126992333595874,0.00720460708727051,0,"testing"
431,0.0155048493265162,0.0127767776352576,0,"testing"
432,0.0239025682518673,0.0409494606416863,0,"testing"
433,0.0202762673316137,0.0352596755878079,0,"testing"
434,0.0220570745433694,0.0296446185837322,0,"testing"
435,0.0196087851762186,0.0255079850292972,0,"testing"
436,0.0133457021581394,0.00806226392059837,0,"testing"
437,0.01757198151311,0.0320581273619374,1,"testing"
438,0.0132051103598433,0.0106374352602561,0,"testing"
439,0.0166005077521295,0.0250456501137708,0,"testing"
440,0.0175128870638468,0.0255368941619048,0,"testing"
441,0.0157371894152497,0.0168033153816923,0,"testing"
442,0.0371200541013513,0.0545086664414399,0,"testing"
443,0.018619877437455,0.0203091480013933,0,"testing"
444,0.018236857628762,0.0301661566412452,0,"testing"
445,0.0134126003609853,0.0141353458949501,0,"testing"
446,0.0179369337710948,0.013551979785134,0,"testing"
447,0.0132773221180501,0.00852584390279109,0,"testing"
448,0.0184741026173102,0.0237439101272487,0,"testing"
449,0.0156218893793085,0.0153636492673237,0,"testing"
450,0.0158600911957523,0.0179875066506849,0,"testing"
451,0.0139580468442599,0.0148941426127111,0,"testing"
452,0.012415115475165,0.00693462672735854,0,"testing"
453,0.0175836735043055,0.0252054227440966,1,"testing"
454,0.0192122805097682,0.026952205034368,0,"testing"
455,0.022057696166747,0.0182886054778303,0,"testing"
456,0.012962226029018,0.00476634415743065,0,"testing"
457,0.0182303555304484,0.0338937039886174,1,"testing"
458,0.02122379165728,0.0308900582679905,0,"testing"
459,0.0128710544928157,0.0129818719463658,0,"testing"
460,0.0165449232648787,0.0214999204407282,0,"testing"
461,0.0167058876942557,0.0231534227657363,0,"testing"
462,0.0182511304598167,0.0279442830857694,0,"testing"
463,0.0199294955549866,0.0292328594316213,0,"testing"
464,0.0151959384535143,0.0221139462620564,0,"testing"
465,0.0122535464853166,0.00790125177193956,0,"testing"
466,0.0169719474757112,0.0312381010205643,0,"testing"
467,0.0140802285299286,0.0126153476177245,0,"testing"
468,0.0154879193817004,0.0204460720497252,0,"testing"
469,0.0137862801184133,0.0116882507305718,0,"testing"
470,0.0142562747989949,0.01404172028217,0,"testing"
471,0.0136791764707943,0.00966046497035943,0,"testing"
472,0.0151285204061989,0.0119400923128593,0,"testing"
473,0.0152564377980946,0.025646411562397,0,"testing"
474,0.0202424130542091,0.028283846921173,0,"testing"
475,0.0128949309678327,0.00892668465356686,0,"testing"
476,0.0128838451842454,0.00825387454752535,0,"testing"
477,0.0160019339115801,0.0179266218092862,0,"testing"
478,0.016284768346029,0.015566841769382,0,"testing"
479,0.0179891325443368,0.0326200443886006,0,"testing"
480,0.013712860286841,0.0154097404445949,0,"testing"
481,0.0255603770784086,0.0486921647499757,0,"testing"
482,0.0178415147028367,0.0283851449415579,0,"testing"
483,0.0149654263742623,0.0150799746535719,0,"testing"
484,0.0172324789759718,0.0173420088117973,0,"testing"
485,0.0142313753079661,0.0106594325463627,0,"testing"
486,0.0155533200168928,0.0148810506351864,0,"testing"
487,0.0230175923830162,0.0357502617065258,0,"testing"
488,0.0289976100048348,0.0467992929395751,0,"testing"
489,0.0181317968182612,0.0322946359358723,0,"testing"
490,0.0131077764895636,0.00659431150114585,0,"testing"
491,0.0173270645976765,0.025691461194506,0,"testing"
492,0.0127078149146559,0.0117432542727622,0,"testing"
493,0.013985662328479,0.0121441458715004,0,"testing"
494,0.0156007091165059,0.021304092301909,0,"testing"
495,0.0152889351376106,0.0210247650574425,0,"testing"
496,0.0214478141492139,0.0387171224186465,0,"testing"
497,0.0150987618399287,0.0146704651681138,1,"testing"
498,0.01492677655297,0.017664464927974,0,"testing"
499,0.0146117170495799,0.0132282978020958,0,"testing"
500,0.0205631405400544,0.0294357708009011,0,"testing"
501,0.0134470133428363,0.0128923620507051,0,"testing"
502,0.0140516416744789,0.0121765753344134,0,"testing"
503,0.0179301101862318,0.0233050724412133,0,"testing"
504,0.0206053394078563,0.0393837238367958,0,"testing"
505,0.0147598722071911,0.0151949873661125,0,"testing"
506,0.0158878632770301,0.0130258849421297,0,"testing"
507,0.0142883828880649,0.0139511311719859,0,"testing"
508,0.098014320708631,0.165820597960264,0,"testing"
509,0.0175101024374153,0.0261977402849393,0,"testing"
510,0.0213381471334465,0.0390080310870282,0,"testing"
511,0.014144525433942,0.0133252308248816,0,"testing"
512,0.0131005900720491,0.0075171375654298,0,"testing"
513,0.0237008343581082,0.0402677998778871,0,"testing"
514,0.0184964317040716,0.0206614374619657,0,"testing"
515,0.0441766727878427,0.0774807293406519,0,"testing"
516,0.0162631448086084,0.0285763798413204,0,"testing"
517,0.0140649041653001,0.0106283741117036,0,"testing"
518,0.07886870814055,0.0950769895835449,1,"testing"
519,0.0478392768889946,0.0907658637910111,0,"testing"
520,0.0138441372355217,0.0110172851408615,0,"testing"
521,0.0275005536238975,0.0713971168253583,1,"testing"
